label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.07252943515777588,-0.05524897575378418,-0.02140858390867706,-0.11633914709091187,-0.16338956356048584,-0.024905666648745495,-0.1355624794960022,-0.25794363021850586,-0.02656944462597366,-0.1611340045928955,-0.323944091796875,-0.024645181312560993,-0.05457329750061035,-0.25254756212234497,0.0032113728249818507,-0.043730735778808594,-0.3543183207511902,-0.0077506186769902286,-0.0423048734664917,-0.3595333695411682,-0.01862506562411781,-0.040322840213775635,-0.3413712978363037,-0.023549545496106106,-0.004224061965942383,-0.2512759566307068,0.007209572069942993,0.00623244047164917,-0.34514129161834717,0.005225211442112965,0.006804168224334717,-0.3570789694786072,-0.00223548983722921,0.008307278156280518,-0.349292516708374,-0.008441465846598106,0.039088308811187744,-0.23477953672409058,0.006721344836652321,0.051934897899627686,-0.3225935697555542,0.001477125626653475,0.055683672428131104,-0.3388776183128357,-0.0007572483135014352,0.059127748012542725,-0.3391265869140625,-0.001991685419678646,0.07457536458969116,-0.20856833457946777,0.004437560275793118,0.09072357416152954,-0.28154075145721436,-7.719856312959905e-05,0.09512120485305786,-0.3066904544830322,0.0026112339130044404,0.09905081987380981,-0.31877458095550537,0.005739684742540163
A,0.0,0.0,0.0,-0.07677656412124634,-0.05837559700012207,-0.026237033774265228,-0.12204617261886597,-0.1770349144935608,-0.03213794576109308,-0.14471179246902466,-0.26685547828674316,-0.03690964030207056,-0.17515242099761963,-0.325780987739563,-0.03947237925709146,-0.05176061391830444,-0.25381070375442505,0.0034834747192178384,-0.038829267024993896,-0.3357800245285034,-0.014042162803121983,-0.031183242797851562,-0.36314696073532104,-0.03166646557033914,-0.027938008308410645,-0.373668372631073,-0.04290171759308237,0.0005899667739868164,-0.24744480848312378,0.004175073931804718,0.02051997184753418,-0.3205174207687378,-0.005546367262610374,0.026619672775268555,-0.3584964871406555,-0.0182571173656072,0.02941000461578369,-0.386296808719635,-0.028461236973413406,0.04417473077774048,-0.22346246242523193,-0.0015482569589551076,0.0645107626914978,-0.2878694534301758,-0.013396340889045177,0.07329028844833374,-0.32587355375289917,-0.01739659765840429,0.07993000745773315,-0.3585655093193054,-0.0202992525893535,0.08077818155288696,-0.18750417232513428,-0.01048493525118488,0.10573548078536987,-0.24120771884918213,-0.018782197033175407,0.1206541657447815,-0.27382737398147583,-0.017025772948869644,0.1330609917640686,-0.3018808960914612,-0.015643014107951103
A,0.0,0.0,0.0,-0.07468318939208984,-0.05294007062911987,-0.02854182435982011,-0.11786162853240967,-0.16906815767288208,-0.035706082869694455,-0.13978296518325806,-0.2617102265357971,-0.04089221968166612,-0.17055070400238037,-0.3222024440765381,-0.044117888946459516,-0.050000786781311035,-0.24197500944137573,-0.0009336157104939957,-0.03730142116546631,-0.3235044479370117,-0.017738467593119367,-0.03132891654968262,-0.3571023941040039,-0.03425404294245027,-0.03058767318725586,-0.37594735622406006,-0.04516537724845193,0.0009644031524658203,-0.2352650761604309,0.0010399656152344505,0.018339931964874268,-0.3075730800628662,-0.009093212474510892,0.024723708629608154,-0.34969717264175415,-0.022112194959447606,0.02828902006149292,-0.38203901052474976,-0.03270996971838258,0.04333370923995972,-0.21083718538284302,-0.00318175442367874,0.0635564923286438,-0.27377796173095703,-0.0163447545360782,0.07332032918930054,-0.3142945170402527,-0.021991344679520353,0.08098536729812622,-0.350106418132782,-0.02603568187765859,0.0787697434425354,-0.1745334267616272,-0.010440024126694425,0.10355228185653687,-0.2252711057662964,-0.02147902040593408,0.11903947591781616,-0.2566014528274536,-0.0217070063095548,0.13146620988845825,-0.2841973900794983,-0.021472933281586393
A,0.0,0.0,0.0,-0.07229983806610107,-0.05604070425033569,-0.026752263655509978,-0.11306697130203247,-0.17055094242095947,-0.032334639107432395,-0.13365739583969116,-0.25821590423583984,-0.03647287411018851,-0.16373157501220703,-0.31664222478866577,-0.03955012408420089,-0.046686768531799316,-0.2459389567375183,0.007946642699096174,-0.04003959894180298,-0.31610745191574097,-0.004867615991827279,-0.03432333469390869,-0.3499969244003296,-0.022307290112223654,-0.029582083225250244,-0.3696054220199585,-0.03528036398216727,0.0017753839492797852,-0.24147051572799683,0.009182787152383298,0.016658663749694824,-0.31131255626678467,0.0011209037633648222,0.02207314968109131,-0.3527328372001648,-0.014651695614304572,0.027330994606018066,-0.3797420263290405,-0.027722640310969382,0.04061436653137207,-0.2180730700492859,0.004134300748262376,0.057535409927368164,-0.2843737006187439,-0.006696683702614337,0.06372940540313721,-0.32394933700561523,-0.015863580977168112,0.0698617696762085,-0.35297131538391113,-0.023462403913583785,0.07290410995483398,-0.180375337600708,-0.003993020740892916,0.09265303611755371,-0.23048371076583862,-0.013533233081545859,0.10345101356506348,-0.26108700037002563,-0.016241966163363486,0.11290168762207031,-0.2863517999649048,-0.01871167530640605
A,0.0,0.0,0.0,-0.06963831186294556,-0.0483250617980957,-0.027397899131557324,-0.10814964771270752,-0.16016137599945068,-0.034931017260333874,-0.12920117378234863,-0.24668937921524048,-0.040419964294216015,-0.16088324785232544,-0.3006114959716797,-0.044539811264058926,-0.0409737229347229,-0.2385878562927246,-0.002780639275243857,-0.03295433521270752,-0.3132548928260803,-0.019935351039549687,-0.025687694549560547,-0.34184974431991577,-0.037456585268756726,-0.021786630153656006,-0.35221248865127563,-0.04888968745925126,0.007824480533599854,-0.23026621341705322,-0.0015323636469304347,0.023714900016784668,-0.30266642570495605,-0.012174650269827225,0.030519068241119385,-0.33974409103393555,-0.02602929453112779,0.0347362756729126,-0.36093175411224365,-0.036634454678079464,0.047847211360931396,-0.2025582194328308,-0.006030514545074084,0.0676451325416565,-0.26475340127944946,-0.018919483001610615,0.07616645097732544,-0.30229681730270386,-0.025708258326432087,0.08272463083267212,-0.3309814929962158,-0.030670240695855,0.07992106676101685,-0.1611742377281189,-0.013369901280185559,0.10291141271591187,-0.20823001861572266,-0.02455698716201482,0.1163141131401062,-0.23684477806091309,-0.025372550065895894,0.1269645094871521,-0.2605145573616028,-0.025480078707715847
A,0.0,0.0,0.0,-0.07261878252029419,-0.041720032691955566,-0.028988829167190033,-0.1116563081741333,-0.15016645193099976,-0.03684701985270067,-0.1310153603553772,-0.23724299669265747,-0.04225895023495241,-0.16241860389709473,-0.2907904386520386,-0.045434018881621796,-0.046964168548583984,-0.23331904411315918,-7.304515105488463e-05,-0.03781813383102417,-0.31260615587234497,-0.016016356931629616,-0.03158748149871826,-0.340603232383728,-0.03289431548267885,-0.029358863830566406,-0.34841859340667725,-0.0435232690587668,5.4776668548583984e-05,-0.23011130094528198,0.00333953783325569,0.01549750566482544,-0.3035459518432617,-0.005569409397992331,0.022338807582855225,-0.3414715528488159,-0.01913173525184675,0.027219057083129883,-0.3644755482673645,-0.029389722557368714,0.038651108741760254,-0.2092154622077942,0.000754142535754454,0.0564764142036438,-0.27598047256469727,-0.009859219478073555,0.06294065713882446,-0.31382453441619873,-0.01657416699976011,0.06815475225448608,-0.3421329855918884,-0.021472031535211045,0.07097893953323364,-0.176347017288208,-0.005003453982624251,0.09047073125839233,-0.22762072086334229,-0.01377598317861839,0.1005668044090271,-0.2572820782661438,-0.014441703730824429,0.10928136110305786,-0.28080928325653076,-0.014417436258497673
A,0.0,0.0,0.0,-0.06430292129516602,-0.044891417026519775,-0.02506684350407795,-0.0991014838218689,-0.1518862247467041,-0.03282393353617863,-0.11748623847961426,-0.23321408033370972,-0.03936553957498745,-0.14599788188934326,-0.2851012945175171,-0.04409715371764378,-0.03674072027206421,-0.2378827929496765,-0.004537991030133526,-0.021339595317840576,-0.3250954747200012,-0.027743710452682535,-0.011605262756347656,-0.34247857332229614,-0.04881337868607716,-0.010741174221038818,-0.3235771656036377,-0.059403175735837976,0.012676596641540527,-0.2314409613609314,-0.004387805486089746,0.03954672813415527,-0.31174135208129883,-0.01925254824197964,0.04945653676986694,-0.3396998643875122,-0.0348572975639172,0.04856991767883301,-0.33927053213119507,-0.04469112145341114,0.0526772141456604,-0.2029133439064026,-0.00989033492840008,0.08036702871322632,-0.2684255838394165,-0.0249801355097361,0.09088200330734253,-0.29165971279144287,-0.03275645362771229,0.0919768214225769,-0.2957565188407898,-0.036763375872737925,0.08383733034133911,-0.16162627935409546,-0.01783895517326073,0.10985535383224487,-0.21133095026016235,-0.030376773575312654,0.1223720908164978,-0.23019003868103027,-0.031094560647375147,0.1285826563835144,-0.23654603958129883,-0.02963569412565903
A,0.0,0.0,0.0,-0.06846392154693604,-0.044399797916412354,-0.027410479537536503,-0.10300403833389282,-0.1532767415046692,-0.036776077277352215,-0.11912494897842407,-0.23798900842666626,-0.04450548467724502,-0.1484883427619934,-0.2905510663986206,-0.049451139099289776,-0.04029303789138794,-0.23879379034042358,-0.005157140358676315,-0.025653362274169922,-0.3328816294670105,-0.030551851070811153,-0.016284167766571045,-0.3426312208175659,-0.05278200311153114,-0.016470730304718018,-0.3143731355667114,-0.06308913258402526,0.009192824363708496,-0.23397475481033325,-0.0029188367029178153,0.03574526309967041,-0.31845343112945557,-0.017076835311343075,0.04646807909011841,-0.34016096591949463,-0.03211995986788452,0.049230992794036865,-0.3375896215438843,-0.041237697280337215,0.049071431159973145,-0.20863431692123413,-0.006690522930909992,0.0757632851600647,-0.27864813804626465,-0.018345330185582043,0.08588343858718872,-0.2999417781829834,-0.023555055535723568,0.09049230813980103,-0.3060893416404724,-0.02630892423479736,0.0811646580696106,-0.1709434986114502,-0.013510609320690037,0.10548645257949829,-0.22397983074188232,-0.020595761291076542,0.11863774061203003,-0.2448083758354187,-0.01834504520087421,0.12787967920303345,-0.25464850664138794,-0.015387954465438725
A,0.0,0.0,0.0,-0.06770908832550049,-0.044856905937194824,-0.025203249637591796,-0.10205036401748657,-0.15764665603637695,-0.033573839102494674,-0.117556631565094,-0.24331223964691162,-0.04096026647518869,-0.14755034446716309,-0.2942260503768921,-0.04584900963734384,-0.03761190176010132,-0.24365335702896118,-0.004820486285346703,-0.02214592695236206,-0.33849287033081055,-0.030972912196624236,-0.012786149978637695,-0.34599441289901733,-0.05358994681071039,-0.01405024528503418,-0.31398576498031616,-0.06416779312919374,0.011949479579925537,-0.23786044120788574,-0.004642083064275937,0.038733839988708496,-0.32738393545150757,-0.021150452305185752,0.048769474029541016,-0.34379255771636963,-0.037527556751477675,0.04898548126220703,-0.332830011844635,-0.0470441423697352,0.052700161933898926,-0.2107505202293396,-0.01012862216364141,0.08026647567749023,-0.2848208546638489,-0.024503332783091025,0.09087276458740234,-0.2994006872177124,-0.03110662031601663,0.09384453296661377,-0.2966408133506775,-0.034402917359578566,0.08557343482971191,-0.17025303840637207,-0.01824632215927835,0.11166465282440186,-0.22413980960845947,-0.02835354882906671,0.12552130222320557,-0.23972898721694946,-0.02754151191245313,0.13382768630981445,-0.24294930696487427,-0.025302418727982
A,0.0,0.0,0.0,-0.061113834381103516,-0.06340497732162476,-0.02124189800520071,-0.09605592489242554,-0.16790896654129028,-0.02793757460017332,-0.11468505859375,-0.2483404278755188,-0.03458659938473829,-0.14506536722183228,-0.29663246870040894,-0.039378965561581936,-0.039055705070495605,-0.24085819721221924,0.004823038066433583,-0.02709674835205078,-0.3239061236381531,-0.013604975593580093,-0.014369666576385498,-0.3439445197582245,-0.032032272135211315,-0.004479408264160156,-0.33910101652145386,-0.042369542931510296,0.005484461784362793,-0.23527193069458008,0.005075962925957356,0.02314823865890503,-0.31515246629714966,-0.005428829052789297,0.03709232807159424,-0.34223508834838867,-0.01921790867049822,0.04859519004821777,-0.3483029007911682,-0.028743574683858242,0.04427468776702881,-0.21430367231369019,3.448279608164739e-05,0.06452953815460205,-0.2859475016593933,-0.008832702701283779,0.07534706592559814,-0.31498420238494873,-0.013734141652776088,0.08392179012298584,-0.32697319984436035,-0.016966302235914554,0.07794773578643799,-0.18093281984329224,-0.00787660508353838,0.09845304489135742,-0.2375481128692627,-0.012691567008687343,0.1105731725692749,-0.26538145542144775,-0.011007338119043197,0.12083172798156738,-0.28154414892196655,-0.009260994670285072
